CCITY Traffic Flow Wednesday 11 June 2008,,,,,,,
Time,TcsNo,Approach,det_1,det_2,det_3,det_4,Total
16/06/2008 09:00,183,Approach 1 (det: 1-4),17,37,29,32,115
16/06/2008 09:05,183,Approach 1 (det: 1-4),19,44,35,23,121
16/06/2008 09:10,183,Approach 1 (det: 1-4),25,43,32,26,126
16/06/2008 09:15,183,Approach 1 (det: 1-4),40,45,38,31,154
16/06/2008 09:20,183,Approach 1 (det: 1-4),46,31,31,19,127
16/06/2008 09:25,183,Approach 1 (det: 1-4),48,41,32,19,140
16/06/2008 09:30,183,Approach 1 (det: 1-4),45,40,45,24,154
16/06/2008 09:35,183,Approach 1 (det: 1-4),48,39,43,26,156
16/06/2008 09:40,183,Approach 1 (det: 1-4),34,38,37,21,130
16/06/2008 09:45,183,Approach 1 (det: 1-4),45,34,31,12,122
16/06/2008 09:50,183,Approach 1 (det: 1-4),43,41,37,18,139
16/06/2008 09:55,183,Approach 1 (det: 1-4),38,51,41,16,146
16/06/2008 10:00,183,Approach 1 (det: 1-4),42,38,32,23,135
16/06/2008 10:05,183,Approach 1 (det: 1-4),39,39,35,25,138
16/06/2008 10:10,183,Approach 1 (det: 1-4),42,34,32,12,120
16/06/2008 10:15,183,Approach 1 (det: 1-4),43,43,37,14,137
16/06/2008 10:20,183,Approach 1 (det: 1-4),28,37,44,13,122
16/06/2008 10:25,183,Approach 1 (det: 1-4),26,45,40,16,127
16/06/2008 10:30,183,Approach 1 (det: 1-4),30,28,32,11,101
16/06/2008 10:35,183,Approach 1 (det: 1-4),25,47,45,16,133
16/06/2008 10:40,183,Approach 1 (det: 1-4),21,30,40,15,106
16/06/2008 10:45,183,Approach 1 (det: 1-4),27,39,54,24,144
16/06/2008 10:50,183,Approach 1 (det: 1-4),18,36,46,28,128
16/06/2008 10:55,183,Approach 1 (det: 1-4),19,32,35,12,98
16/06/2008 11:00,183,Approach 1 (det: 1-4),23,38,42,9,112
16/06/2008 11:05,183,Approach 1 (det: 1-4),26,40,58,0,124
16/06/2008 11:10,183,Approach 1 (det: 1-4),32,46,61,0,139
16/06/2008 11:15,183,Approach 1 (det: 1-4),42,44,54,2,142
16/06/2008 11:20,183,Approach 1 (det: 1-4),24,38,34,12,108
16/06/2008 11:25,183,Approach 1 (det: 1-4),19,43,50,20,132
16/06/2008 11:30,183,Approach 1 (det: 1-4),31,41,55,22,149
16/06/2008 11:35,183,Approach 1 (det: 1-4),46,38,38,22,144
16/06/2008 11:40,183,Approach 1 (det: 1-4),51,39,40,19,149
16/06/2008 11:45,183,Approach 1 (det: 1-4),47,42,41,20,150
16/06/2008 11:50,183,Approach 1 (det: 1-4),48,32,31,15,126
16/06/2008 11:55,183,Approach 1 (det: 1-4),46,48,47,16,157
16/06/2008 12:00,183,Approach 1 (det: 1-4),37,38,38,24,137
16/06/2008 12:05,183,Approach 1 (det: 1-4),52,35,44,16,147
16/06/2008 12:10,183,Approach 1 (det: 1-4),53,44,42,19,158
16/06/2008 12:15,183,Approach 1 (det: 1-4),51,40,44,22,157
16/06/2008 12:20,183,Approach 1 (det: 1-4),47,41,36,28,152
16/06/2008 12:25,183,Approach 1 (det: 1-4),46,36,43,22,147
16/06/2008 12:30,183,Approach 1 (det: 1-4),46,42,39,12,139
16/06/2008 12:35,183,Approach 1 (det: 1-4),57,37,42,19,155
16/06/2008 12:40,183,Approach 1 (det: 1-4),46,36,43,16,141
16/06/2008 12:45,183,Approach 1 (det: 1-4),46,44,45,30,165
16/06/2008 12:50,183,Approach 1 (det: 1-4),50,36,40,17,143
16/06/2008 12:55,183,Approach 1 (det: 1-4),47,43,54,22,166
16/06/2008 13:00,183,Approach 1 (det: 1-4),40,36,45,21,142
16/06/2008 13:05,183,Approach 1 (det: 1-4),43,40,49,22,154
16/06/2008 13:10,183,Approach 1 (det: 1-4),36,35,38,21,130
16/06/2008 13:15,183,Approach 1 (det: 1-4),59,43,31,18,151
16/06/2008 13:20,183,Approach 1 (det: 1-4),44,42,41,22,149
16/06/2008 13:25,183,Approach 1 (det: 1-4),48,50,39,16,153
16/06/2008 13:30,183,Approach 1 (det: 1-4),37,45,48,24,154
16/06/2008 13:35,183,Approach 1 (det: 1-4),45,40,51,19,155
16/06/2008 13:40,183,Approach 1 (det: 1-4),44,40,46,29,159
16/06/2008 13:45,183,Approach 1 (det: 1-4),55,38,42,14,149
16/06/2008 13:50,183,Approach 1 (det: 1-4),51,45,46,27,169
16/06/2008 13:55,183,Approach 1 (det: 1-4),50,41,34,22,147
16/06/2008 14:00,183,Approach 1 (det: 1-4),49,45,39,22,155
16/06/2008 14:05,183,Approach 1 (det: 1-4),39,29,33,27,128
16/06/2008 14:10,183,Approach 1 (det: 1-4),44,47,42,29,162
16/06/2008 14:15,183,Approach 1 (det: 1-4),51,31,33,15,130
16/06/2008 14:20,183,Approach 1 (det: 1-4),50,47,51,27,175
16/06/2008 14:25,183,Approach 1 (det: 1-4),45,40,50,28,163
16/06/2008 14:30,183,Approach 1 (det: 1-4),50,54,57,24,185
16/06/2008 14:35,183,Approach 1 (det: 1-4),46,34,49,8,137
16/06/2008 14:40,183,Approach 1 (det: 1-4),53,43,53,22,171
16/06/2008 14:45,183,Approach 1 (det: 1-4),50,50,49,26,175
16/06/2008 14:50,183,Approach 1 (det: 1-4),44,40,56,25,165
16/06/2008 14:55,183,Approach 1 (det: 1-4),44,45,44,21,154
16/06/2008 15:00,183,Approach 1 (det: 1-4),43,41,35,14,133
16/06/2008 15:05,183,Approach 1 (det: 1-4),49,47,56,26,178
16/06/2008 15:10,183,Approach 1 (det: 1-4),55,38,54,28,175
16/06/2008 15:15,183,Approach 1 (det: 1-4),49,53,50,26,178
16/06/2008 15:20,183,Approach 1 (det: 1-4),48,43,60,24,175
16/06/2008 15:25,183,Approach 1 (det: 1-4),53,44,39,16,152
16/06/2008 15:30,183,Approach 1 (det: 1-4),53,43,47,26,169
16/06/2008 15:35,183,Approach 1 (det: 1-4),48,34,50,14,146
16/06/2008 15:40,183,Approach 1 (det: 1-4),64,44,62,25,195
16/06/2008 15:45,183,Approach 1 (det: 1-4),44,40,40,19,143
16/06/2008 15:50,183,Approach 1 (det: 1-4),64,62,68,23,217
16/06/2008 15:55,183,Approach 1 (det: 1-4),44,43,44,23,154
16/06/2008 16:00,183,Approach 1 (det: 1-4),60,46,64,29,199
16/06/2008 16:05,183,Approach 1 (det: 1-4),44,42,54,25,165
16/06/2008 16:10,183,Approach 1 (det: 1-4),59,52,67,30,208
16/06/2008 16:15,183,Approach 1 (det: 1-4),45,48,49,28,170
16/06/2008 16:20,183,Approach 1 (det: 1-4),63,60,81,37,241
16/06/2008 16:25,183,Approach 1 (det: 1-4),40,46,49,20,155
16/06/2008 16:30,183,Approach 1 (det: 1-4),53,72,81,29,235
16/06/2008 16:35,183,Approach 1 (det: 1-4),41,42,48,17,148
16/06/2008 16:40,183,Approach 1 (det: 1-4),56,65,51,33,205
16/06/2008 16:45,183,Approach 1 (det: 1-4),39,47,49,28,163
16/06/2008 16:50,183,Approach 1 (det: 1-4),68,68,43,44,223
16/06/2008 16:55,183,Approach 1 (det: 1-4),48,50,26,39,163
16/06/2008 17:00,183,Approach 1 (det: 1-4),52,54,19,36,161
16/06/2008 17:05,183,Approach 1 (det: 1-4),43,37,20,26,126
16/06/2008 17:10,183,Approach 1 (det: 1-4),50,57,24,40,171
16/06/2008 17:15,183,Approach 1 (det: 1-4),52,45,23,30,150
16/06/2008 17:20,183,Approach 1 (det: 1-4),57,43,17,35,152
16/06/2008 17:25,183,Approach 1 (det: 1-4),43,43,13,31,130
16/06/2008 17:30,183,Approach 1 (det: 1-4),61,57,22,24,164
16/06/2008 17:35,183,Approach 1 (det: 1-4),50,45,4,9,108
16/06/2008 17:40,183,Approach 1 (det: 1-4),49,33,13,35,130
16/06/2008 17:45,183,Approach 1 (det: 1-4),37,18,5,18,78
16/06/2008 17:50,183,Approach 1 (det: 1-4),56,37,9,27,129
16/06/2008 17:55,183,Approach 1 (det: 1-4),40,35,2,17,94
16/06/2008 18:00,183,Approach 1 (det: 1-4),45,36,5,28,114
16/06/2008 18:05,183,Approach 1 (det: 1-4),38,37,20,26,121
16/06/2008 18:10,183,Approach 1 (det: 1-4),59,52,19,34,164
16/06/2008 18:15,183,Approach 1 (det: 1-4),41,52,19,28,140
16/06/2008 18:20,183,Approach 1 (det: 1-4),57,59,13,36,165
16/06/2008 18:25,183,Approach 1 (det: 1-4),28,12,3,11,54
16/06/2008 18:30,183,Approach 1 (det: 1-4),56,43,11,29,139
16/06/2008 18:35,183,Approach 1 (det: 1-4),41,53,27,28,149
16/06/2008 18:40,183,Approach 1 (det: 1-4),50,61,18,32,161
16/06/2008 18:45,183,Approach 1 (det: 1-4),54,51,31,33,169
16/06/2008 18:50,183,Approach 1 (det: 1-4),77,66,22,28,193
16/06/2008 18:55,183,Approach 1 (det: 1-4),60,59,44,37,200
16/06/2008 19:00,183,Approach 1 (det: 1-4),65,63,73,35,236
16/06/2008 19:05,183,Approach 1 (det: 1-4),49,52,42,29,172
16/06/2008 19:10,183,Approach 1 (det: 1-4),59,51,44,22,176
16/06/2008 19:15,183,Approach 1 (det: 1-4),42,44,56,20,162
16/06/2008 19:20,183,Approach 1 (det: 1-4),45,46,53,25,169
16/06/2008 19:25,183,Approach 1 (det: 1-4),53,47,42,20,162
16/06/2008 19:30,183,Approach 1 (det: 1-4),50,42,48,12,152
16/06/2008 19:35,183,Approach 1 (det: 1-4),52,47,48,19,166
16/06/2008 19:40,183,Approach 1 (det: 1-4),42,26,32,13,113
16/06/2008 19:45,183,Approach 1 (det: 1-4),37,33,33,8,111
16/06/2008 19:50,183,Approach 1 (det: 1-4),42,32,31,9,114
16/06/2008 19:55,183,Approach 1 (det: 1-4),36,32,37,10,115
16/06/2008 20:00,183,Approach 1 (det: 1-4),47,41,34,14,136
16/06/2008 20:05,183,Approach 1 (det: 1-4),43,34,28,12,117
16/06/2008 20:10,183,Approach 1 (det: 1-4),46,33,35,11,125
16/06/2008 20:15,183,Approach 1 (det: 1-4),39,30,33,18,120
16/06/2008 20:20,183,Approach 1 (det: 1-4),33,32,31,6,102
16/06/2008 20:25,183,Approach 1 (det: 1-4),39,27,34,11,111
16/06/2008 20:30,183,Approach 1 (det: 1-4),35,31,36,7,109
16/06/2008 20:35,183,Approach 1 (det: 1-4),38,24,27,6,95
16/06/2008 20:40,183,Approach 1 (det: 1-4),36,34,38,8,116
16/06/2008 20:45,183,Approach 1 (det: 1-4),41,27,37,7,112
16/06/2008 20:50,183,Approach 1 (det: 1-4),31,21,18,9,79
16/06/2008 20:55,183,Approach 1 (det: 1-4),35,17,32,7,91
16/06/2008 21:00,183,Approach 1 (det: 1-4),35,12,25,7,79
16/06/2008 21:05,183,Approach 1 (det: 1-4),31,22,27,8,88
16/06/2008 21:10,183,Approach 1 (det: 1-4),29,18,21,7,75
16/06/2008 21:15,183,Approach 1 (det: 1-4),33,25,31,7,96
16/06/2008 21:20,183,Approach 1 (det: 1-4),42,31,31,10,114
16/06/2008 21:25,183,Approach 1 (det: 1-4),34,21,35,10,100
16/06/2008 21:30,183,Approach 1 (det: 1-4),22,13,17,9,61
16/06/2008 21:35,183,Approach 1 (det: 1-4),25,25,30,8,88
16/06/2008 21:40,183,Approach 1 (det: 1-4),28,15,26,10,79
16/06/2008 21:45,183,Approach 1 (det: 1-4),29,29,28,8,94
16/06/2008 21:50,183,Approach 1 (det: 1-4),29,21,30,10,90
16/06/2008 21:55,183,Approach 1 (det: 1-4),32,28,30,6,96
16/06/2008 22:00,183,Approach 1 (det: 1-4),32,24,28,8,92
16/06/2008 22:05,183,Approach 1 (det: 1-4),27,23,25,10,85
16/06/2008 22:10,183,Approach 1 (det: 1-4),22,24,30,13,89
16/06/2008 22:15,183,Approach 1 (det: 1-4),21,15,25,8,69
16/06/2008 22:20,183,Approach 1 (det: 1-4),38,24,23,0,85
16/06/2008 22:25,183,Approach 1 (det: 1-4),22,23,29,4,78
16/06/2008 22:30,183,Approach 1 (det: 1-4),26,18,20,6,70
16/06/2008 22:35,183,Approach 1 (det: 1-4),24,16,28,6,74
16/06/2008 22:40,183,Approach 1 (det: 1-4),20,15,22,10,67
16/06/2008 22:45,183,Approach 1 (det: 1-4),28,19,27,6,80
16/06/2008 22:50,183,Approach 1 (det: 1-4),32,18,33,10,93
16/06/2008 22:55,183,Approach 1 (det: 1-4),23,14,22,5,64
16/06/2008 23:00,183,Approach 1 (det: 1-4),17,15,11,3,46
16/06/2008 23:05,183,Approach 1 (det: 1-4),19,20,24,4,67
16/06/2008 23:10,183,Approach 1 (det: 1-4),18,19,22,2,61
16/06/2008 23:15,183,Approach 1 (det: 1-4),21,20,23,8,72
16/06/2008 23:20,183,Approach 1 (det: 1-4),20,15,21,6,62
16/06/2008 23:25,183,Approach 1 (det: 1-4),18,15,18,6,57
16/06/2008 23:30,183,Approach 1 (det: 1-4),20,11,14,3,48
16/06/2008 23:35,183,Approach 1 (det: 1-4),26,14,18,4,62
16/06/2008 23:40,183,Approach 1 (det: 1-4),14,10,11,4,39
16/06/2008 23:45,183,Approach 1 (det: 1-4),16,14,15,1,46
16/06/2008 23:50,183,Approach 1 (det: 1-4),23,13,16,1,53
16/06/2008 23:55,183,Approach 1 (det: 1-4),16,12,12,4,44
17/06/2008 00:05,183,Approach 1 (det: 1-4),35,28,27,9,99
17/06/2008 00:10,183,Approach 1 (det: 1-4),14,12,11,5,42
17/06/2008 00:15,183,Approach 1 (det: 1-4),13,13,13,2,41
17/06/2008 00:20,183,Approach 1 (det: 1-4),12,15,14,2,43
17/06/2008 00:25,183,Approach 1 (det: 1-4),16,7,7,1,31
17/06/2008 00:30,183,Approach 1 (det: 1-4),7,9,8,0,24
17/06/2008 00:35,183,Approach 1 (det: 1-4),13,12,13,2,40
17/06/2008 00:40,183,Approach 1 (det: 1-4),14,6,11,2,33
17/06/2008 00:45,183,Approach 1 (det: 1-4),11,12,12,0,35
17/06/2008 00:50,183,Approach 1 (det: 1-4),12,3,6,3,24
17/06/2008 00:55,183,Approach 1 (det: 1-4),12,8,11,0,31
17/06/2008 01:00,183,Approach 1 (det: 1-4),10,10,8,1,29
17/06/2008 01:05,183,Approach 1 (det: 1-4),14,4,4,3,25
17/06/2008 01:10,183,Approach 1 (det: 1-4),3,6,2,0,11
17/06/2008 01:15,183,Approach 1 (det: 1-4),6,8,8,0,22
17/06/2008 01:20,183,Approach 1 (det: 1-4),3,3,5,0,11
17/06/2008 01:25,183,Approach 1 (det: 1-4),9,9,8,2,28
17/06/2008 01:30,183,Approach 1 (det: 1-4),8,6,5,1,20
17/06/2008 01:35,183,Approach 1 (det: 1-4),4,8,4,0,16
17/06/2008 01:40,183,Approach 1 (det: 1-4),3,12,7,0,22
17/06/2008 01:45,183,Approach 1 (det: 1-4),8,14,4,1,27
17/06/2008 01:50,183,Approach 1 (det: 1-4),8,5,6,0,19
17/06/2008 01:55,183,Approach 1 (det: 1-4),4,6,1,0,11
17/06/2008 02:00,183,Approach 1 (det: 1-4),12,9,3,0,24
17/06/2008 02:05,183,Approach 1 (det: 1-4),15,10,8,1,34
17/06/2008 02:10,183,Approach 1 (det: 1-4),1,5,5,1,12
17/06/2008 02:15,183,Approach 1 (det: 1-4),11,9,2,1,23
17/06/2008 02:20,183,Approach 1 (det: 1-4),4,7,4,1,16
17/06/2008 02:25,183,Approach 1 (det: 1-4),7,9,6,0,22
17/06/2008 02:30,183,Approach 1 (det: 1-4),7,6,0,0,13
17/06/2008 02:35,183,Approach 1 (det: 1-4),5,8,3,0,16
17/06/2008 02:40,183,Approach 1 (det: 1-4),9,9,5,0,23
17/06/2008 02:45,183,Approach 1 (det: 1-4),8,6,6,0,20
17/06/2008 02:50,183,Approach 1 (det: 1-4),9,5,6,1,21
17/06/2008 02:55,183,Approach 1 (det: 1-4),7,4,5,0,16
17/06/2008 03:00,183,Approach 1 (det: 1-4),3,5,4,0,12
17/06/2008 03:05,183,Approach 1 (det: 1-4),3,4,5,1,13
17/06/2008 03:10,183,Approach 1 (det: 1-4),6,5,3,0,14
17/06/2008 03:15,183,Approach 1 (det: 1-4),3,4,7,0,14
17/06/2008 03:20,183,Approach 1 (det: 1-4),5,2,3,0,10
17/06/2008 03:25,183,Approach 1 (det: 1-4),2,5,4,0,11
17/06/2008 03:30,183,Approach 1 (det: 1-4),4,4,3,0,11
17/06/2008 03:35,183,Approach 1 (det: 1-4),1,4,4,2,11
17/06/2008 03:40,183,Approach 1 (det: 1-4),5,5,1,1,12
17/06/2008 03:45,183,Approach 1 (det: 1-4),10,4,3,0,17
17/06/2008 03:50,183,Approach 1 (det: 1-4),3,7,3,0,13
17/06/2008 03:55,183,Approach 1 (det: 1-4),3,1,1,0,5
17/06/2008 04:00,183,Approach 1 (det: 1-4),3,8,6,2,19
17/06/2008 04:05,183,Approach 1 (det: 1-4),0,1,1,0,2
17/06/2008 04:10,183,Approach 1 (det: 1-4),7,2,3,1,13
17/06/2008 04:15,183,Approach 1 (det: 1-4),2,6,6,2,16
17/06/2008 04:20,183,Approach 1 (det: 1-4),3,10,4,1,18
17/06/2008 04:25,183,Approach 1 (det: 1-4),6,4,10,0,20
17/06/2008 04:30,183,Approach 1 (det: 1-4),7,4,1,0,12
17/06/2008 04:35,183,Approach 1 (det: 1-4),5,6,9,3,23
17/06/2008 04:40,183,Approach 1 (det: 1-4),3,7,5,1,16
17/06/2008 04:45,183,Approach 1 (det: 1-4),9,5,2,3,19
17/06/2008 04:50,183,Approach 1 (det: 1-4),4,6,1,0,11
17/06/2008 04:55,183,Approach 1 (det: 1-4),6,12,4,0,22
17/06/2008 05:00,183,Approach 1 (det: 1-4),4,8,4,1,17
17/06/2008 05:05,183,Approach 1 (det: 1-4),7,9,4,0,20
17/06/2008 05:10,183,Approach 1 (det: 1-4),7,8,8,3,26
17/06/2008 05:15,183,Approach 1 (det: 1-4),3,14,5,4,26
17/06/2008 05:20,183,Approach 1 (det: 1-4),9,16,4,2,31
17/06/2008 05:25,183,Approach 1 (det: 1-4),11,12,6,1,30
17/06/2008 05:30,183,Approach 1 (det: 1-4),10,9,4,1,24
17/06/2008 05:35,183,Approach 1 (det: 1-4),10,14,3,2,29
17/06/2008 05:40,183,Approach 1 (det: 1-4),15,20,4,4,43
17/06/2008 05:45,183,Approach 1 (det: 1-4),7,11,9,2,29
17/06/2008 05:50,183,Approach 1 (det: 1-4),7,9,9,3,28
17/06/2008 05:55,183,Approach 1 (det: 1-4),8,10,7,4,29
17/06/2008 06:00,183,Approach 1 (det: 1-4),16,15,13,4,48
17/06/2008 06:05,183,Approach 1 (det: 1-4),15,14,10,6,45
17/06/2008 06:10,183,Approach 1 (det: 1-4),21,9,10,2,42
17/06/2008 06:15,183,Approach 1 (det: 1-4),23,9,7,1,40
17/06/2008 06:20,183,Approach 1 (det: 1-4),18,11,8,7,44
17/06/2008 06:25,183,Approach 1 (det: 1-4),14,12,12,3,41
17/06/2008 06:30,183,Approach 1 (det: 1-4),22,9,14,7,52
17/06/2008 06:35,183,Approach 1 (det: 1-4),25,21,12,10,68
17/06/2008 06:40,183,Approach 1 (det: 1-4),25,21,22,13,81
17/06/2008 06:45,183,Approach 1 (det: 1-4),23,24,22,14,83
17/06/2008 06:50,183,Approach 1 (det: 1-4),28,21,15,12,76
17/06/2008 06:55,183,Approach 1 (det: 1-4),35,25,16,17,93
17/06/2008 07:00,183,Approach 1 (det: 1-4),33,29,28,23,113
17/06/2008 07:05,183,Approach 1 (det: 1-4),33,27,27,20,107
17/06/2008 07:10,183,Approach 1 (det: 1-4),41,32,24,23,120
17/06/2008 07:15,183,Approach 1 (det: 1-4),35,31,37,17,120
17/06/2008 07:20,183,Approach 1 (det: 1-4),39,30,17,28,114
17/06/2008 07:25,183,Approach 1 (det: 1-4),46,30,28,22,126
17/06/2008 07:30,183,Approach 1 (det: 1-4),49,30,37,19,135
17/06/2008 07:35,183,Approach 1 (det: 1-4),47,37,29,25,138
17/06/2008 07:40,183,Approach 1 (det: 1-4),47,48,39,38,172
17/06/2008 07:45,183,Approach 1 (det: 1-4),39,28,32,30,129
17/06/2008 07:50,183,Approach 1 (det: 1-4),43,47,42,27,159
17/06/2008 07:55,183,Approach 1 (det: 1-4),42,35,28,33,138
17/06/2008 08:00,183,Approach 1 (det: 1-4),47,50,42,37,176
17/06/2008 08:05,183,Approach 1 (det: 1-4),48,42,32,29,151
17/06/2008 08:10,183,Approach 1 (det: 1-4),43,40,31,27,141
17/06/2008 08:15,183,Approach 1 (det: 1-4),31,25,20,32,108
17/06/2008 08:20,183,Approach 1 (det: 1-4),49,45,35,31,160
17/06/2008 08:25,183,Approach 1 (det: 1-4),52,47,24,28,151
17/06/2008 08:30,183,Approach 1 (det: 1-4),35,43,38,36,152
17/06/2008 08:35,183,Approach 1 (det: 1-4),37,36,33,23,129
17/06/2008 08:40,183,Approach 1 (det: 1-4),44,45,37,25,151
17/06/2008 08:45,183,Approach 1 (det: 1-4),34,39,37,22,132
17/06/2008 08:50,183,Approach 1 (det: 1-4),38,33,33,26,130
17/06/2008 08:55,183,Approach 1 (det: 1-4),40,30,31,33,134
17/06/2008 09:00,183,Approach 1 (det: 1-4),39,35,35,27,136
17/06/2008 09:05,183,Approach 1 (det: 1-4),40,40,28,25,133
17/06/2008 09:10,183,Approach 1 (det: 1-4),41,31,35,26,133
17/06/2008 09:15,183,Approach 1 (det: 1-4),40,33,35,25,133
17/06/2008 09:20,183,Approach 1 (det: 1-4),44,39,42,26,151
17/06/2008 09:25,183,Approach 1 (det: 1-4),35,33,40,18,126
17/06/2008 09:30,183,Approach 1 (det: 1-4),44,42,28,23,137
17/06/2008 09:35,183,Approach 1 (det: 1-4),37,43,29,22,131
17/06/2008 09:40,183,Approach 1 (det: 1-4),40,32,26,18,116
17/06/2008 09:45,183,Approach 1 (det: 1-4),50,46,37,18,151
17/06/2008 09:50,183,Approach 1 (det: 1-4),36,46,29,15,126
17/06/2008 09:55,183,Approach 1 (det: 1-4),38,38,36,27,139
17/06/2008 10:00,183,Approach 1 (det: 1-4),45,45,43,19,152
17/06/2008 10:05,183,Approach 1 (det: 1-4),40,37,39,13,129
17/06/2008 10:10,183,Approach 1 (det: 1-4),37,53,51,20,161
17/06/2008 10:15,183,Approach 1 (det: 1-4),49,44,41,18,152
17/06/2008 10:20,183,Approach 1 (det: 1-4),45,42,44,16,147
17/06/2008 10:25,183,Approach 1 (det: 1-4),55,46,36,19,156
17/06/2008 10:30,183,Approach 1 (det: 1-4),56,45,37,19,157
17/06/2008 10:35,183,Approach 1 (det: 1-4),37,33,36,14,120
17/06/2008 10:40,183,Approach 1 (det: 1-4),46,33,41,19,139
17/06/2008 10:45,183,Approach 1 (det: 1-4),50,47,41,19,157
17/06/2008 10:50,183,Approach 1 (det: 1-4),50,41,34,16,141
17/06/2008 10:55,183,Approach 1 (det: 1-4),46,50,37,22,155
17/06/2008 11:00,183,Approach 1 (det: 1-4),40,36,34,21,131
17/06/2008 11:05,183,Approach 1 (det: 1-4),43,34,30,14,121
17/06/2008 11:10,183,Approach 1 (det: 1-4),38,36,37,24,135
17/06/2008 11:15,183,Approach 1 (det: 1-4),45,34,34,16,129
17/06/2008 11:20,183,Approach 1 (det: 1-4),50,44,47,23,164
17/06/2008 11:25,183,Approach 1 (det: 1-4),44,38,38,19,139
17/06/2008 11:30,183,Approach 1 (det: 1-4),38,45,38,14,135
17/06/2008 11:35,183,Approach 1 (det: 1-4),53,45,54,26,178
17/06/2008 11:40,183,Approach 1 (det: 1-4),36,34,43,19,132
17/06/2008 11:45,183,Approach 1 (det: 1-4),48,42,37,20,147
17/06/2008 11:50,183,Approach 1 (det: 1-4),46,41,36,21,144
17/06/2008 11:55,183,Approach 1 (det: 1-4),50,56,48,25,179
17/06/2008 12:00,183,Approach 1 (det: 1-4),48,46,41,22,157
17/06/2008 12:05,183,Approach 1 (det: 1-4),39,39,33,26,137
17/06/2008 12:10,183,Approach 1 (det: 1-4),45,45,47,16,153
17/06/2008 12:15,183,Approach 1 (det: 1-4),40,44,43,18,145
17/06/2008 12:20,183,Approach 1 (det: 1-4),50,32,43,23,148
17/06/2008 12:25,183,Approach 1 (det: 1-4),55,43,45,25,168
17/06/2008 12:30,183,Approach 1 (det: 1-4),48,40,45,20,153
17/06/2008 12:35,183,Approach 1 (det: 1-4),47,45,44,25,161
17/06/2008 12:40,183,Approach 1 (det: 1-4),48,44,39,20,151
17/06/2008 12:45,183,Approach 1 (det: 1-4),52,43,41,21,157
17/06/2008 12:50,183,Approach 1 (det: 1-4),55,41,35,11,142
17/06/2008 12:55,183,Approach 1 (det: 1-4),48,45,47,18,158
17/06/2008 13:00,183,Approach 1 (det: 1-4),50,51,49,31,181
17/06/2008 13:05,183,Approach 1 (det: 1-4),39,40,43,20,142
17/06/2008 13:10,183,Approach 1 (det: 1-4),51,34,41,17,143
17/06/2008 13:15,183,Approach 1 (det: 1-4),57,37,45,25,164
17/06/2008 13:20,183,Approach 1 (det: 1-4),47,62,57,22,188
17/06/2008 13:25,183,Approach 1 (det: 1-4),52,41,45,20,158
17/06/2008 13:30,183,Approach 1 (det: 1-4),48,43,41,23,155
17/06/2008 13:35,183,Approach 1 (det: 1-4),48,44,41,22,155
17/06/2008 13:40,183,Approach 1 (det: 1-4),49,51,51,21,172
17/06/2008 13:45,183,Approach 1 (det: 1-4),49,43,47,24,163
17/06/2008 13:50,183,Approach 1 (det: 1-4),49,45,49,18,161
17/06/2008 13:55,183,Approach 1 (det: 1-4),49,39,41,27,156
17/06/2008 14:00,183,Approach 1 (det: 1-4),44,36,43,13,136
17/06/2008 14:05,183,Approach 1 (det: 1-4),51,37,29,25,142
17/06/2008 14:10,183,Approach 1 (det: 1-4),46,35,42,18,141
17/06/2008 14:15,183,Approach 1 (det: 1-4),45,55,34,19,153
17/06/2008 14:20,183,Approach 1 (det: 1-4),51,48,40,22,161
17/06/2008 14:25,183,Approach 1 (det: 1-4),46,45,43,25,159
17/06/2008 14:30,183,Approach 1 (det: 1-4),44,32,41,15,132
17/06/2008 14:35,183,Approach 1 (det: 1-4),40,36,38,19,133
17/06/2008 14:40,183,Approach 1 (det: 1-4),62,52,56,22,192
17/06/2008 14:45,183,Approach 1 (det: 1-4),46,41,47,28,162
17/06/2008 14:50,183,Approach 1 (det: 1-4),42,41,48,28,159
17/06/2008 14:55,183,Approach 1 (det: 1-4),43,40,44,18,145
17/06/2008 15:00,183,Approach 1 (det: 1-4),50,42,45,22,159
17/06/2008 15:05,183,Approach 1 (det: 1-4),56,44,50,19,169
17/06/2008 15:10,183,Approach 1 (det: 1-4),64,47,56,14,181
17/06/2008 15:15,183,Approach 1 (det: 1-4),40,45,42,22,149
17/06/2008 15:20,183,Approach 1 (det: 1-4),54,58,57,19,188
17/06/2008 15:25,183,Approach 1 (det: 1-4),45,36,37,19,137
17/06/2008 15:30,183,Approach 1 (det: 1-4),56,46,55,24,181
17/06/2008 15:35,183,Approach 1 (det: 1-4),62,47,60,21,190
17/06/2008 15:40,183,Approach 1 (det: 1-4),46,43,55,29,173
17/06/2008 15:45,183,Approach 1 (det: 1-4),50,44,53,27,174
17/06/2008 15:50,183,Approach 1 (det: 1-4),61,49,71,30,211
17/06/2008 15:55,183,Approach 1 (det: 1-4),53,33,60,20,166
17/06/2008 16:00,183,Approach 1 (det: 1-4),43,59,62,26,190
17/06/2008 16:05,183,Approach 1 (det: 1-4),51,39,51,25,166
17/06/2008 16:10,183,Approach 1 (det: 1-4),57,58,72,33,220
17/06/2008 16:15,183,Approach 1 (det: 1-4),47,50,58,34,189
17/06/2008 16:20,183,Approach 1 (det: 1-4),60,61,68,27,216
