CCITY Traffic Flow Wednesday 11 June 2008,,,,,,,
Time,TcsNo,Approach,det_1,det_2,det_3,det_4,Total
11/06/2008 00:05,183,Approach 1 (det: 1-4),17,21,17,2,57
11/06/2008 00:10,183,Approach 1 (det: 1-4),11,11,14,4,40
11/06/2008 00:15,183,Approach 1 (det: 1-4),17,14,10,0,41
11/06/2008 00:20,183,Approach 1 (det: 1-4),23,17,18,3,61
11/06/2008 00:25,183,Approach 1 (det: 1-4),7,12,18,7,44
11/06/2008 00:30,183,Approach 1 (det: 1-4),15,11,11,2,39
11/06/2008 00:35,183,Approach 1 (det: 1-4),17,16,12,1,46
11/06/2008 00:40,183,Approach 1 (det: 1-4),12,9,9,1,31
11/06/2008 00:45,183,Approach 1 (det: 1-4),10,10,11,1,32
11/06/2008 00:50,183,Approach 1 (det: 1-4),8,7,6,2,23
11/06/2008 00:55,183,Approach 1 (det: 1-4),8,6,5,1,20
11/06/2008 01:00,183,Approach 1 (det: 1-4),8,3,11,0,22
11/06/2008 01:05,183,Approach 1 (det: 1-4),13,6,7,1,27
11/06/2008 01:10,183,Approach 1 (det: 1-4),8,10,5,2,25
11/06/2008 01:15,183,Approach 1 (det: 1-4),10,9,5,0,24
11/06/2008 01:20,183,Approach 1 (det: 1-4),5,3,6,2,16
11/06/2008 01:25,183,Approach 1 (det: 1-4),6,9,3,0,18
11/06/2008 01:30,183,Approach 1 (det: 1-4),7,11,5,4,27
11/06/2008 01:35,183,Approach 1 (det: 1-4),2,5,10,0,17
11/06/2008 01:40,183,Approach 1 (det: 1-4),3,6,5,0,14
11/06/2008 01:45,183,Approach 1 (det: 1-4),5,7,8,0,20
11/06/2008 01:50,183,Approach 1 (det: 1-4),5,6,6,0,17
11/06/2008 01:55,183,Approach 1 (det: 1-4),5,7,4,1,17
11/06/2008 02:00,183,Approach 1 (det: 1-4),3,8,5,2,18
11/06/2008 02:05,183,Approach 1 (det: 1-4),4,7,5,1,17
11/06/2008 02:10,183,Approach 1 (det: 1-4),2,3,6,0,11
11/06/2008 02:15,183,Approach 1 (det: 1-4),5,8,7,1,21
11/06/2008 02:20,183,Approach 1 (det: 1-4),5,6,2,1,14
11/06/2008 02:25,183,Approach 1 (det: 1-4),3,3,6,1,13
11/06/2008 02:30,183,Approach 1 (det: 1-4),5,6,0,1,12
11/06/2008 02:35,183,Approach 1 (det: 1-4),2,5,4,0,11
11/06/2008 02:40,183,Approach 1 (det: 1-4),5,6,5,0,16
11/06/2008 02:45,183,Approach 1 (det: 1-4),3,4,4,3,14
11/06/2008 02:50,183,Approach 1 (det: 1-4),1,1,3,0,5
11/06/2008 02:55,183,Approach 1 (det: 1-4),2,5,5,0,12
11/06/2008 03:00,183,Approach 1 (det: 1-4),2,0,5,0,7
11/06/2008 03:05,183,Approach 1 (det: 1-4),4,4,0,1,9
11/06/2008 03:10,183,Approach 1 (det: 1-4),1,3,5,0,9
11/06/2008 03:15,183,Approach 1 (det: 1-4),2,4,4,0,10
11/06/2008 03:20,183,Approach 1 (det: 1-4),3,3,1,0,7
11/06/2008 03:25,183,Approach 1 (det: 1-4),2,3,0,1,6
11/06/2008 03:30,183,Approach 1 (det: 1-4),4,5,3,0,12
11/06/2008 03:35,183,Approach 1 (det: 1-4),5,5,3,1,14
11/06/2008 03:40,183,Approach 1 (det: 1-4),5,4,2,1,12
11/06/2008 03:45,183,Approach 1 (det: 1-4),3,1,8,0,12
11/06/2008 03:50,183,Approach 1 (det: 1-4),4,4,2,1,11
11/06/2008 03:55,183,Approach 1 (det: 1-4),2,4,2,0,8
11/06/2008 04:00,183,Approach 1 (det: 1-4),3,7,5,0,15
11/06/2008 04:05,183,Approach 1 (det: 1-4),2,5,6,0,13
11/06/2008 04:10,183,Approach 1 (det: 1-4),2,7,4,0,13
11/06/2008 04:15,183,Approach 1 (det: 1-4),3,5,7,1,16
11/06/2008 04:20,183,Approach 1 (det: 1-4),1,6,4,1,12
11/06/2008 04:25,183,Approach 1 (det: 1-4),6,4,4,0,14
11/06/2008 04:30,183,Approach 1 (det: 1-4),1,6,2,0,9
11/06/2008 04:35,183,Approach 1 (det: 1-4),3,7,1,2,13
11/06/2008 04:40,183,Approach 1 (det: 1-4),3,9,5,0,17
11/06/2008 04:45,183,Approach 1 (det: 1-4),4,8,5,0,17
11/06/2008 04:50,183,Approach 1 (det: 1-4),5,10,7,1,23
11/06/2008 04:55,183,Approach 1 (det: 1-4),6,8,4,2,20
11/06/2008 05:00,183,Approach 1 (det: 1-4),5,8,3,0,16
11/06/2008 05:05,183,Approach 1 (det: 1-4),3,12,5,2,22
11/06/2008 05:10,183,Approach 1 (det: 1-4),8,6,1,2,17
11/06/2008 05:15,183,Approach 1 (det: 1-4),9,3,7,4,23
11/06/2008 05:20,183,Approach 1 (det: 1-4),7,9,5,0,21
11/06/2008 05:25,183,Approach 1 (det: 1-4),5,11,3,1,20
11/06/2008 05:30,183,Approach 1 (det: 1-4),8,10,6,2,26
11/06/2008 05:35,183,Approach 1 (det: 1-4),8,11,6,1,26
11/06/2008 05:40,183,Approach 1 (det: 1-4),13,16,9,1,39
11/06/2008 05:45,183,Approach 1 (det: 1-4),10,14,11,5,40
11/06/2008 05:50,183,Approach 1 (det: 1-4),13,14,6,3,36
11/06/2008 05:55,183,Approach 1 (det: 1-4),13,20,11,3,47
11/06/2008 06:00,183,Approach 1 (det: 1-4),14,15,10,1,40
11/06/2008 06:05,183,Approach 1 (det: 1-4),8,10,8,3,29
11/06/2008 06:10,183,Approach 1 (det: 1-4),17,11,10,8,46
11/06/2008 06:15,183,Approach 1 (det: 1-4),15,11,14,2,42
11/06/2008 06:20,183,Approach 1 (det: 1-4),19,14,9,3,45
11/06/2008 06:25,183,Approach 1 (det: 1-4),16,13,12,6,47
11/06/2008 06:30,183,Approach 1 (det: 1-4),30,14,9,8,61
11/06/2008 06:35,183,Approach 1 (det: 1-4),20,10,14,3,47
11/06/2008 06:40,183,Approach 1 (det: 1-4),28,26,12,9,75
11/06/2008 06:45,183,Approach 1 (det: 1-4),19,25,21,12,77
11/06/2008 06:50,183,Approach 1 (det: 1-4),26,18,15,11,70
11/06/2008 06:55,183,Approach 1 (det: 1-4),27,26,12,14,79
11/06/2008 07:00,183,Approach 1 (det: 1-4),41,35,24,17,117
11/06/2008 07:05,183,Approach 1 (det: 1-4),39,27,26,11,103
11/06/2008 07:10,183,Approach 1 (det: 1-4),48,37,34,23,142
11/06/2008 07:15,183,Approach 1 (det: 1-4),52,37,31,33,153
11/06/2008 07:20,183,Approach 1 (det: 1-4),44,38,37,28,147
11/06/2008 07:25,183,Approach 1 (det: 1-4),48,37,25,23,133
11/06/2008 07:30,183,Approach 1 (det: 1-4),41,32,40,26,139
11/06/2008 07:35,183,Approach 1 (det: 1-4),40,34,28,29,131
11/06/2008 07:40,183,Approach 1 (det: 1-4),45,38,31,29,143
11/06/2008 07:45,183,Approach 1 (det: 1-4),37,47,26,33,143
11/06/2008 07:50,183,Approach 1 (det: 1-4),38,41,39,34,152
11/06/2008 07:55,183,Approach 1 (det: 1-4),48,47,38,34,167
11/06/2008 08:00,183,Approach 1 (det: 1-4),45,42,25,31,143
11/06/2008 08:05,183,Approach 1 (det: 1-4),49,42,32,24,147
11/06/2008 08:10,183,Approach 1 (det: 1-4),43,47,37,43,170
11/06/2008 08:15,183,Approach 1 (det: 1-4),50,43,36,23,152
11/06/2008 08:20,183,Approach 1 (det: 1-4),42,38,35,32,147
11/06/2008 08:25,183,Approach 1 (det: 1-4),53,38,33,33,157
11/06/2008 08:30,183,Approach 1 (det: 1-4),47,45,40,31,163
11/06/2008 08:35,183,Approach 1 (det: 1-4),33,26,38,32,129
11/06/2008 08:40,183,Approach 1 (det: 1-4),47,35,32,33,147
11/06/2008 08:45,183,Approach 1 (det: 1-4),42,40,38,33,153
11/06/2008 08:50,183,Approach 1 (det: 1-4),42,43,32,33,150
11/06/2008 08:55,183,Approach 1 (det: 1-4),37,41,34,30,142
11/06/2008 09:00,183,Approach 1 (det: 1-4),34,33,31,35,133
11/06/2008 09:05,183,Approach 1 (det: 1-4),35,38,41,26,140
11/06/2008 09:10,183,Approach 1 (det: 1-4),46,38,35,23,142
11/06/2008 09:15,183,Approach 1 (det: 1-4),44,39,33,24,140
11/06/2008 09:20,183,Approach 1 (det: 1-4),50,38,30,29,147
11/06/2008 09:25,183,Approach 1 (det: 1-4),50,38,40,23,151
11/06/2008 09:30,183,Approach 1 (det: 1-4),41,29,26,22,118
11/06/2008 09:35,183,Approach 1 (det: 1-4),54,48,43,25,170
11/06/2008 09:40,183,Approach 1 (det: 1-4),36,43,38,21,138
11/06/2008 09:45,183,Approach 1 (det: 1-4),48,47,43,22,160
11/06/2008 09:50,183,Approach 1 (det: 1-4),44,41,31,25,141
11/06/2008 09:55,183,Approach 1 (det: 1-4),50,45,39,17,151
11/06/2008 10:00,183,Approach 1 (det: 1-4),45,42,30,19,136
11/06/2008 10:05,183,Approach 1 (det: 1-4),42,46,37,24,149
11/06/2008 10:10,183,Approach 1 (det: 1-4),41,48,44,21,154
11/06/2008 10:15,183,Approach 1 (det: 1-4),50,46,50,29,175
11/06/2008 10:20,183,Approach 1 (det: 1-4),50,47,39,21,157
11/06/2008 10:25,183,Approach 1 (det: 1-4),50,51,44,22,167
11/06/2008 10:30,183,Approach 1 (det: 1-4),51,36,41,28,156
11/06/2008 10:35,183,Approach 1 (det: 1-4),49,43,40,23,155
11/06/2008 10:40,183,Approach 1 (det: 1-4),43,33,39,13,128
11/06/2008 10:45,183,Approach 1 (det: 1-4),42,37,46,25,150
11/06/2008 10:50,183,Approach 1 (det: 1-4),46,41,46,24,157
11/06/2008 10:55,183,Approach 1 (det: 1-4),46,46,48,23,163
11/06/2008 11:00,183,Approach 1 (det: 1-4),39,44,52,6,141
11/06/2008 11:05,183,Approach 1 (det: 1-4),56,41,46,0,143
11/06/2008 11:10,183,Approach 1 (det: 1-4),49,47,40,17,153
11/06/2008 11:15,183,Approach 1 (det: 1-4),47,38,34,19,138
11/06/2008 11:20,183,Approach 1 (det: 1-4),46,44,41,26,157
11/06/2008 11:25,183,Approach 1 (det: 1-4),46,40,39,19,144
11/06/2008 11:30,183,Approach 1 (det: 1-4),53,47,38,33,171
11/06/2008 11:35,183,Approach 1 (det: 1-4),49,49,45,21,164
11/06/2008 11:40,183,Approach 1 (det: 1-4),57,44,43,30,174
11/06/2008 11:45,183,Approach 1 (det: 1-4),50,48,39,22,159
11/06/2008 11:50,183,Approach 1 (det: 1-4),48,50,42,29,169
11/06/2008 11:55,183,Approach 1 (det: 1-4),43,41,49,14,147
11/06/2008 12:00,183,Approach 1 (det: 1-4),44,39,45,22,150
11/06/2008 12:05,183,Approach 1 (det: 1-4),53,44,43,33,173
11/06/2008 12:10,183,Approach 1 (det: 1-4),49,45,40,23,157
11/06/2008 12:15,183,Approach 1 (det: 1-4),49,43,53,28,173
11/06/2008 12:20,183,Approach 1 (det: 1-4),52,42,48,27,169
11/06/2008 12:25,183,Approach 1 (det: 1-4),47,33,52,29,161
11/06/2008 12:30,183,Approach 1 (det: 1-4),48,39,40,12,139
11/06/2008 12:35,183,Approach 1 (det: 1-4),43,50,45,24,162
11/06/2008 12:40,183,Approach 1 (det: 1-4),49,46,36,30,161
11/06/2008 12:45,183,Approach 1 (det: 1-4),52,41,50,23,166
11/06/2008 12:50,183,Approach 1 (det: 1-4),54,40,46,27,167
11/06/2008 12:55,183,Approach 1 (det: 1-4),51,38,42,27,158
11/06/2008 13:00,183,Approach 1 (det: 1-4),59,40,49,25,173
11/06/2008 13:05,183,Approach 1 (det: 1-4),50,48,49,30,177
11/06/2008 13:10,183,Approach 1 (det: 1-4),46,42,47,18,153
11/06/2008 13:15,183,Approach 1 (det: 1-4),53,58,54,31,196
11/06/2008 13:20,183,Approach 1 (det: 1-4),46,45,43,27,161
11/06/2008 13:25,183,Approach 1 (det: 1-4),48,46,45,28,167
11/06/2008 13:30,183,Approach 1 (det: 1-4),47,43,40,22,152
11/06/2008 13:35,183,Approach 1 (det: 1-4),48,46,49,25,168
11/06/2008 13:40,183,Approach 1 (det: 1-4),49,43,37,23,152
11/06/2008 13:45,183,Approach 1 (det: 1-4),54,44,48,22,168
11/06/2008 13:50,183,Approach 1 (det: 1-4),50,46,38,26,160
11/06/2008 13:55,183,Approach 1 (det: 1-4),51,37,41,22,151
11/06/2008 14:00,183,Approach 1 (det: 1-4),45,42,48,21,156
11/06/2008 14:05,183,Approach 1 (det: 1-4),53,39,41,19,152
11/06/2008 14:10,183,Approach 1 (det: 1-4),41,50,52,14,157
11/06/2008 14:15,183,Approach 1 (det: 1-4),46,44,39,23,152
11/06/2008 14:20,183,Approach 1 (det: 1-4),47,48,49,28,172
11/06/2008 14:25,183,Approach 1 (det: 1-4),46,48,48,21,163
11/06/2008 14:30,183,Approach 1 (det: 1-4),54,54,52,24,184
11/06/2008 14:35,183,Approach 1 (det: 1-4),54,41,51,24,170
11/06/2008 14:40,183,Approach 1 (det: 1-4),54,51,53,28,186
11/06/2008 14:45,183,Approach 1 (det: 1-4),46,41,40,22,149
11/06/2008 14:50,183,Approach 1 (det: 1-4),48,49,58,24,179
11/06/2008 14:55,183,Approach 1 (det: 1-4),49,37,35,14,135
11/06/2008 15:00,183,Approach 1 (det: 1-4),40,57,50,35,182
11/06/2008 15:05,183,Approach 1 (det: 1-4),47,45,41,24,157
11/06/2008 15:10,183,Approach 1 (det: 1-4),57,61,64,33,215
11/06/2008 15:15,183,Approach 1 (det: 1-4),47,38,36,17,138
11/06/2008 15:20,183,Approach 1 (det: 1-4),57,59,62,22,200
11/06/2008 15:25,183,Approach 1 (det: 1-4),29,44,53,23,149
11/06/2008 15:30,183,Approach 1 (det: 1-4),41,59,69,36,205
11/06/2008 15:35,183,Approach 1 (det: 1-4),51,39,53,27,170
11/06/2008 15:40,183,Approach 1 (det: 1-4),63,61,75,32,231
11/06/2008 15:45,183,Approach 1 (det: 1-4),47,43,44,24,158
11/06/2008 15:50,183,Approach 1 (det: 1-4),37,61,74,26,198
11/06/2008 15:55,183,Approach 1 (det: 1-4),25,46,71,29,171
11/06/2008 16:00,183,Approach 1 (det: 1-4),50,51,75,30,206
11/06/2008 16:05,183,Approach 1 (det: 1-4),50,51,51,21,173
11/06/2008 16:10,183,Approach 1 (det: 1-4),53,52,75,23,203
11/06/2008 16:15,183,Approach 1 (det: 1-4),33,61,64,25,183
11/06/2008 16:20,183,Approach 1 (det: 1-4),59,69,73,32,233
11/06/2008 16:25,183,Approach 1 (det: 1-4),44,57,57,30,188
11/06/2008 16:30,183,Approach 1 (det: 1-4),41,62,64,39,206
11/06/2008 16:35,183,Approach 1 (det: 1-4),15,47,54,32,148
11/06/2008 16:40,183,Approach 1 (det: 1-4),16,60,50,35,161
11/06/2008 16:45,183,Approach 1 (det: 1-4),4,44,37,32,117
11/06/2008 16:50,183,Approach 1 (det: 1-4),45,64,59,32,200
11/06/2008 16:55,183,Approach 1 (det: 1-4),40,64,47,33,184
11/06/2008 17:00,183,Approach 1 (det: 1-4),41,65,32,45,183
11/06/2008 17:05,183,Approach 1 (det: 1-4),42,44,15,28,129
11/06/2008 17:10,183,Approach 1 (det: 1-4),42,64,35,42,183
11/06/2008 17:15,183,Approach 1 (det: 1-4),35,46,20,41,142
11/06/2008 17:20,183,Approach 1 (det: 1-4),24,46,8,31,109
11/06/2008 17:25,183,Approach 1 (det: 1-4),19,21,6,22,68
11/06/2008 17:30,183,Approach 1 (det: 1-4),41,49,10,36,136
11/06/2008 17:35,183,Approach 1 (det: 1-4),18,49,31,30,128
11/06/2008 17:40,183,Approach 1 (det: 1-4),35,57,16,36,144
11/06/2008 17:45,183,Approach 1 (det: 1-4),23,52,12,27,114
11/06/2008 17:50,183,Approach 1 (det: 1-4),23,67,21,37,148
11/06/2008 17:55,183,Approach 1 (det: 1-4),47,40,7,23,117
11/06/2008 18:00,183,Approach 1 (det: 1-4),37,28,4,29,98
11/06/2008 18:05,183,Approach 1 (det: 1-4),31,11,12,33,87
11/06/2008 18:10,183,Approach 1 (det: 1-4),54,26,15,27,122
11/06/2008 18:15,183,Approach 1 (det: 1-4),47,32,10,21,110
11/06/2008 18:20,183,Approach 1 (det: 1-4),39,56,22,39,156
11/06/2008 18:25,183,Approach 1 (det: 1-4),35,28,4,18,85
11/06/2008 18:30,183,Approach 1 (det: 1-4),59,19,7,33,118
11/06/2008 18:35,183,Approach 1 (det: 1-4),50,25,16,36,127
11/06/2008 18:40,183,Approach 1 (det: 1-4),55,46,11,26,138
11/06/2008 18:45,183,Approach 1 (det: 1-4),41,43,14,29,127
11/06/2008 18:50,183,Approach 1 (det: 1-4),58,64,42,46,210
11/06/2008 18:55,183,Approach 1 (det: 1-4),51,57,42,38,188
11/06/2008 19:00,183,Approach 1 (det: 1-4),62,55,27,47,191
11/06/2008 19:05,183,Approach 1 (det: 1-4),45,50,27,31,153
11/06/2008 19:10,183,Approach 1 (det: 1-4),56,55,34,35,180
11/06/2008 19:15,183,Approach 1 (det: 1-4),56,53,38,27,174
11/06/2008 19:20,183,Approach 1 (det: 1-4),57,58,53,28,196
11/06/2008 19:25,183,Approach 1 (det: 1-4),54,59,53,32,198
11/06/2008 19:30,183,Approach 1 (det: 1-4),49,57,39,27,172
11/06/2008 19:35,183,Approach 1 (det: 1-4),57,51,35,27,170
11/06/2008 19:40,183,Approach 1 (det: 1-4),53,52,57,32,194
11/06/2008 19:45,183,Approach 1 (det: 1-4),62,58,49,25,194
11/06/2008 19:50,183,Approach 1 (det: 1-4),47,51,48,33,179
11/06/2008 19:55,183,Approach 1 (det: 1-4),54,44,46,28,172
11/06/2008 20:00,183,Approach 1 (det: 1-4),47,41,51,24,163
11/06/2008 20:05,183,Approach 1 (det: 1-4),39,35,39,14,127
11/06/2008 20:10,183,Approach 1 (det: 1-4),54,42,53,18,167
11/06/2008 20:15,183,Approach 1 (det: 1-4),39,31,42,20,132
11/06/2008 20:20,183,Approach 1 (det: 1-4),44,27,32,18,121
11/06/2008 20:25,183,Approach 1 (det: 1-4),35,36,43,19,133
11/06/2008 20:30,183,Approach 1 (det: 1-4),40,35,41,18,134
11/06/2008 20:35,183,Approach 1 (det: 1-4),42,42,42,18,144
11/06/2008 20:40,183,Approach 1 (det: 1-4),38,35,31,20,124
11/06/2008 20:45,183,Approach 1 (det: 1-4),53,6,51,11,121
11/06/2008 20:50,183,Approach 1 (det: 1-4),52,0,53,17,122
11/06/2008 20:55,183,Approach 1 (det: 1-4),51,0,44,11,106
11/06/2008 21:00,183,Approach 1 (det: 1-4),46,0,41,16,103
11/06/2008 21:05,183,Approach 1 (det: 1-4),47,0,47,9,103
11/06/2008 21:10,183,Approach 1 (det: 1-4),44,20,36,16,116
11/06/2008 21:15,183,Approach 1 (det: 1-4),42,35,41,14,132
11/06/2008 21:20,183,Approach 1 (det: 1-4),47,32,37,9,125
11/06/2008 21:25,183,Approach 1 (det: 1-4),40,24,23,9,96
11/06/2008 21:30,183,Approach 1 (det: 1-4),37,32,29,9,107
11/06/2008 21:35,183,Approach 1 (det: 1-4),33,34,37,8,112
11/06/2008 21:40,183,Approach 1 (det: 1-4),34,30,22,11,97
11/06/2008 21:45,183,Approach 1 (det: 1-4),29,30,30,7,96
11/06/2008 21:50,183,Approach 1 (det: 1-4),36,37,30,11,114
11/06/2008 21:55,183,Approach 1 (det: 1-4),31,20,45,13,109
11/06/2008 22:00,183,Approach 1 (det: 1-4),38,27,44,8,117
11/06/2008 22:05,183,Approach 1 (det: 1-4),36,27,40,11,114
11/06/2008 22:10,183,Approach 1 (det: 1-4),46,27,37,11,121
11/06/2008 22:15,183,Approach 1 (det: 1-4),33,22,38,10,103
11/06/2008 22:20,183,Approach 1 (det: 1-4),36,24,41,9,110
11/06/2008 22:25,183,Approach 1 (det: 1-4),37,35,28,21,121
11/06/2008 22:30,183,Approach 1 (det: 1-4),28,28,33,10,99
11/06/2008 22:35,183,Approach 1 (det: 1-4),33,21,33,5,92
11/06/2008 22:40,183,Approach 1 (det: 1-4),27,30,30,11,98
11/06/2008 22:45,183,Approach 1 (det: 1-4),25,20,34,9,88
11/06/2008 22:50,183,Approach 1 (det: 1-4),33,23,38,9,103
11/06/2008 22:55,183,Approach 1 (det: 1-4),26,20,31,9,86
11/06/2008 23:00,183,Approach 1 (det: 1-4),32,15,23,6,76
11/06/2008 23:05,183,Approach 1 (det: 1-4),26,13,32,4,75
11/06/2008 23:10,183,Approach 1 (det: 1-4),34,25,30,9,98
11/06/2008 23:15,183,Approach 1 (det: 1-4),26,20,31,4,81
11/06/2008 23:20,183,Approach 1 (det: 1-4),26,20,23,6,75
11/06/2008 23:25,183,Approach 1 (det: 1-4),28,20,23,10,81
11/06/2008 23:30,183,Approach 1 (det: 1-4),25,21,19,10,75
11/06/2008 23:35,183,Approach 1 (det: 1-4),17,17,22,4,60
11/06/2008 23:40,183,Approach 1 (det: 1-4),25,15,20,8,68
11/06/2008 23:45,183,Approach 1 (det: 1-4),26,18,21,9,74
11/06/2008 23:50,183,Approach 1 (det: 1-4),18,16,22,12,68
11/06/2008 23:55,183,Approach 1 (det: 1-4),23,21,22,7,73
12/06/2008 00:05,183,Approach 1 (det: 1-4),39,42,48,7,136
12/06/2008 00:10,183,Approach 1 (det: 1-4),18,19,20,10,67
12/06/2008 00:15,183,Approach 1 (det: 1-4),23,17,27,5,72
12/06/2008 00:20,183,Approach 1 (det: 1-4),18,14,18,9,59
12/06/2008 00:25,183,Approach 1 (det: 1-4),10,9,21,2,42
12/06/2008 00:30,183,Approach 1 (det: 1-4),15,14,13,2,44
12/06/2008 00:35,183,Approach 1 (det: 1-4),17,9,18,3,47
12/06/2008 00:40,183,Approach 1 (det: 1-4),17,12,16,2,47
12/06/2008 00:45,183,Approach 1 (det: 1-4),13,8,12,3,36
12/06/2008 00:50,183,Approach 1 (det: 1-4),8,7,13,2,30
12/06/2008 00:55,183,Approach 1 (det: 1-4),12,10,11,1,34
12/06/2008 01:00,183,Approach 1 (det: 1-4),17,14,16,0,47
12/06/2008 01:05,183,Approach 1 (det: 1-4),8,9,11,0,28
12/06/2008 01:10,183,Approach 1 (det: 1-4),6,9,7,2,24
12/06/2008 01:15,183,Approach 1 (det: 1-4),6,11,4,2,23
12/06/2008 01:20,183,Approach 1 (det: 1-4),12,5,6,0,23
12/06/2008 01:25,183,Approach 1 (det: 1-4),16,2,8,0,26
12/06/2008 01:30,183,Approach 1 (det: 1-4),9,6,9,2,26
12/06/2008 01:35,183,Approach 1 (det: 1-4),11,3,4,1,19
12/06/2008 01:40,183,Approach 1 (det: 1-4),8,8,7,2,25
12/06/2008 01:45,183,Approach 1 (det: 1-4),15,8,8,0,31
12/06/2008 01:50,183,Approach 1 (det: 1-4),9,11,7,0,27
12/06/2008 01:55,183,Approach 1 (det: 1-4),7,9,5,0,21
12/06/2008 02:00,183,Approach 1 (det: 1-4),6,8,5,0,19
12/06/2008 02:05,183,Approach 1 (det: 1-4),5,7,5,0,17
12/06/2008 02:10,183,Approach 1 (det: 1-4),4,4,6,0,14
12/06/2008 02:15,183,Approach 1 (det: 1-4),6,7,1,0,14
12/06/2008 02:20,183,Approach 1 (det: 1-4),6,9,5,0,20
12/06/2008 02:25,183,Approach 1 (det: 1-4),8,8,3,1,20
12/06/2008 02:30,183,Approach 1 (det: 1-4),7,8,7,0,22
12/06/2008 02:35,183,Approach 1 (det: 1-4),9,5,11,0,25
12/06/2008 02:40,183,Approach 1 (det: 1-4),3,9,2,1,15
12/06/2008 02:45,183,Approach 1 (det: 1-4),4,5,8,0,17
12/06/2008 02:50,183,Approach 1 (det: 1-4),6,13,6,1,26
12/06/2008 02:55,183,Approach 1 (det: 1-4),1,4,4,1,10
12/06/2008 03:00,183,Approach 1 (det: 1-4),BAD,BAD,BAD,BAD,0
12/06/2008 03:05,183,Approach 1 (det: 1-4),BAD,BAD,BAD,BAD,0
12/06/2008 03:10,183,Approach 1 (det: 1-4),BAD,BAD,BAD,BAD,0
12/06/2008 03:15,183,Approach 1 (det: 1-4),BAD,BAD,BAD,BAD,0
12/06/2008 03:20,183,Approach 1 (det: 1-4),BAD,BAD,BAD,BAD,0
12/06/2008 03:25,183,Approach 1 (det: 1-4),BAD,BAD,BAD,BAD,0
12/06/2008 03:30,183,Approach 1 (det: 1-4),BAD,BAD,BAD,BAD,0
12/06/2008 03:35,183,Approach 1 (det: 1-4),2,4,5,4,15
12/06/2008 03:40,183,Approach 1 (det: 1-4),7,5,4,0,16
12/06/2008 03:45,183,Approach 1 (det: 1-4),2,6,4,1,13
12/06/2008 03:50,183,Approach 1 (det: 1-4),0,2,5,1,8
12/06/2008 03:55,183,Approach 1 (det: 1-4),3,4,4,0,11
12/06/2008 04:00,183,Approach 1 (det: 1-4),4,6,7,1,18
12/06/2008 04:05,183,Approach 1 (det: 1-4),4,7,3,1,15
12/06/2008 04:10,183,Approach 1 (det: 1-4),0,9,6,0,15
12/06/2008 04:15,183,Approach 1 (det: 1-4),2,9,3,0,14
12/06/2008 04:20,183,Approach 1 (det: 1-4),3,3,2,4,12
12/06/2008 04:25,183,Approach 1 (det: 1-4),3,5,6,0,14
12/06/2008 04:30,183,Approach 1 (det: 1-4),2,4,5,1,12
12/06/2008 04:35,183,Approach 1 (det: 1-4),4,11,2,1,18
12/06/2008 04:40,183,Approach 1 (det: 1-4),3,6,7,0,16
12/06/2008 04:45,183,Approach 1 (det: 1-4),3,5,3,1,12
12/06/2008 04:50,183,Approach 1 (det: 1-4),9,5,3,0,17
12/06/2008 04:55,183,Approach 1 (det: 1-4),3,5,4,2,14
12/06/2008 05:00,183,Approach 1 (det: 1-4),6,9,4,1,20
12/06/2008 05:05,183,Approach 1 (det: 1-4),11,15,4,3,33
12/06/2008 05:10,183,Approach 1 (det: 1-4),6,14,7,4,31
12/06/2008 05:15,183,Approach 1 (det: 1-4),5,15,4,2,26
12/06/2008 05:20,183,Approach 1 (det: 1-4),9,10,3,1,23
12/06/2008 05:25,183,Approach 1 (det: 1-4),9,15,7,2,33
12/06/2008 05:30,183,Approach 1 (det: 1-4),5,13,8,4,30
12/06/2008 05:35,183,Approach 1 (det: 1-4),14,11,9,1,35
12/06/2008 05:40,183,Approach 1 (det: 1-4),9,13,2,3,27
12/06/2008 05:45,183,Approach 1 (det: 1-4),8,17,8,5,38
12/06/2008 05:50,183,Approach 1 (det: 1-4),12,15,9,6,42
12/06/2008 05:55,183,Approach 1 (det: 1-4),10,9,11,2,32
12/06/2008 06:00,183,Approach 1 (det: 1-4),13,16,12,4,45
12/06/2008 06:05,183,Approach 1 (det: 1-4),14,15,12,2,43
12/06/2008 06:10,183,Approach 1 (det: 1-4),14,11,17,6,48
12/06/2008 06:15,183,Approach 1 (det: 1-4),21,14,10,2,47
12/06/2008 06:20,183,Approach 1 (det: 1-4),13,9,12,5,39
12/06/2008 06:25,183,Approach 1 (det: 1-4),22,13,9,5,49
12/06/2008 06:30,183,Approach 1 (det: 1-4),28,20,17,7,72
12/06/2008 06:35,183,Approach 1 (det: 1-4),20,19,21,9,69
12/06/2008 06:40,183,Approach 1 (det: 1-4),24,21,24,6,75
12/06/2008 06:45,183,Approach 1 (det: 1-4),28,15,25,10,78
12/06/2008 06:50,183,Approach 1 (det: 1-4),30,28,19,12,89
12/06/2008 06:55,183,Approach 1 (det: 1-4),37,36,23,21,117
12/06/2008 07:00,183,Approach 1 (det: 1-4),34,22,25,11,92
12/06/2008 07:05,183,Approach 1 (det: 1-4),34,35,22,24,115
12/06/2008 07:10,183,Approach 1 (det: 1-4),46,34,34,17,131
12/06/2008 07:15,183,Approach 1 (det: 1-4),47,46,37,21,151
12/06/2008 07:20,183,Approach 1 (det: 1-4),40,34,25,20,119
